0.52155,1.1635,1.8676,2.5723,3.2638,3.9347,4.5786,5.1901,5.7641,6.2962,6.7827,7.2211,7.6104,7.951,8.2451,8.4967,8.7109,8.8934,9.0499,9.1848,9.3,9.3944,9.4635,9.4991,9.4903,9.4244,9.2885,9.0703,8.7603,8.352,7.8432,7.2363,6.539,5.7634,4.927,4.0515,3.1631,2.2929,1.4777,0.76638,0.24997
0.48658,1.0854,1.7422,2.3994,3.0442,3.6695,4.2695,4.8392,5.3738,5.8693,6.3225,6.731,7.094,7.412,7.6872,7.9232,8.1249,8.2978,8.4469,8.5765,8.6882,8.7811,8.8507,8.8893,8.8865,8.8304,8.7085,8.5093,8.2235,7.8449,7.3711,6.8044,6.1516,5.4244,4.639,3.816,2.9801,2.1607,1.3928,0.72242,0.23565
0.45343,1.0115,1.6234,2.2356,2.836,3.4181,3.9765,4.5064,5.0036,5.4643,5.8856,6.2654,6.6031,6.8992,7.1558,7.3765,7.5656,7.7284,7.8697,7.9933,8.1008,8.1911,8.2602,8.3006,8.3027,8.255,8.1458,7.9641,7.701,7.3505,6.9102,6.3821,5.7725,5.0923,4.3566,3.5849,2.8004,2.0309,1.3093,0.6792,0.22156
0.42207,0.94149,1.511,2.0805,2.639,3.1802,3.6991,4.1914,4.653,5.0807,5.4716,5.8241,6.1375,6.4125,6.651,6.8565,7.0332,7.1858,7.3189,7.436,7.5385,7.6256,7.6932,7.7346,7.7403,7.6999,7.602,7.4364,7.1945,6.8706,6.4622,5.9712,5.4032,4.7684,4.081,3.3591,2.6247,1.9039,1.2276,0.6369,0.20778
0.39242,0.87532,1.4047,1.9339,2.4527,2.9553,3.4369,3.8935,4.3216,4.7179,5.08,5.4064,5.6967,5.9514,6.1725,6.3633,6.5276,6.67,6.7947,6.9049,7.0021,7.0853,7.1508,7.1921,7.2006,7.1663,7.0786,6.9277,6.7056,6.4067,6.0287,5.573,5.0449,4.4539,3.8131,3.1395,2.4538,1.7802,1.1481,0.59569,0.19434
0.36443,0.81284,1.3043,1.7956,2.2769,2.7429,3.1893,3.6123,4.0086,4.3752,4.7101,5.0119,5.28,5.5154,5.7199,5.8963,6.0486,6.1809,6.2971,6.4003,6.4918,6.5706,6.6334,6.674,6.6844,6.6552,6.5765,6.4391,6.2354,5.96,5.6107,5.1887,4.6988,4.1498,3.5538,2.9269,2.2881,1.6604,1.0709,0.55572,0.18131
0.33801,0.75389,1.2096,1.665,2.111,2.5426,2.9558,3.3471,3.7134,4.0521,4.3613,4.6396,4.8869,5.1039,5.2924,5.4552,5.5958,5.7182,5.826,5.9221,6.0076,6.0818,6.1414,6.1807,6.1924,6.1674,6.0967,5.9716,5.7849,5.5316,5.2093,4.8192,4.3658,3.8569,3.3039,2.7218,2.1282,1.5446,0.99639,0.51709,0.16872
0.31311,0.69833,1.1204,1.542,1.9547,2.3539,2.7359,3.0973,3.4354,3.7478,4.0327,4.289,4.5166,4.7162,4.8895,5.0392,5.1686,5.2813,5.3809,5.4699,5.5494,5.6188,5.6748,5.7125,5.7247,5.7033,5.6397,5.5258,5.3548,5.1221,4.8253,4.4654,4.0465,3.5758,3.064,2.5247,1.9745,1.4333,0.92471,0.47993,0.1566
0.28966,0.646,1.0363,1.4261,1.8076,2.1763,2.5288,2.8622,3.1737,3.4614,3.7235,3.9591,4.1681,4.3513,4.5102,4.6475,4.7662,4.8697,4.9613,5.0433,5.1168,5.1812,5.2336,5.2692,5.2816,5.2631,5.2057,5.102,4.9456,4.732,4.4592,4.1278,3.7416,3.3072,2.8345,2.3361,1.8274,1.3267,0.85601,0.44431,0.14498
0.26759,0.59675,0.95724,1.3171,1.6691,2.0092,2.3341,2.6411,2.9278,3.1922,3.4329,3.6491,3.8406,4.0083,4.1538,4.2793,4.3878,4.4825,4.5664,4.6416,4.7092,4.7687,4.8173,4.8506,4.8627,4.8466,4.7948,4.7003,4.5574,4.3616,4.1112,3.8067,3.4513,3.0514,2.6158,2.1562,1.687,1.2249,0.79042,0.41029,0.13389
